x,y,traffic
2208,2374,618.804199
679,338,618.56134
1116,104,618.23877
482,1299,618.062744
343,1994,617.73645
1075,2380,617.674133
146,1309,617.036682
708,350,616.741211
1530,1528,616.068604
590,752,615.798767
533,2104,615.266846
2367,2232,615.256287
2251,1582,615.057678
2259,1835,614.523743
1749,348,614.468933
1176,1069,614.061584
471,2354,613.895203
1916,582,613.358582
1934,1032,613.224915
1866,892,612.898254
278,1812,612.078796
786,119,612.060791
2071,25,611.68689
1381,214,611.651917
354,1356,611.165161
125,1275,611.097046
1311,2472,611.087097
668,2450,610.822083
394,2139,609.303284
1456,1238,608.888672
2347,732,608.451294
908,2462,607.907715
610,777,607.859619
2177,495,607.036621
2051,1570,606.97937
182,1656,606.122131
567,1035,606.046814
178,1712,605.40509
146,1361,605.285767
390,808,605.175415
1516,1387,605.063171
1897,2296,605.022095
1713,1532,605
77,777,604.335938
1369,2333,604.185303
635,2434,603.857056
56,535,603.643433
1795,2128,603.415039
101,2290,602.15033
725,1120,602.003906
239,2393,601.775696
522,664,601.666504
146,1314,601.332153
23,1958,600.999084
1145,593,600.806946
1617,2412,600.73175
885,1176,599.833374
1368,2330,599.401978
458,1218,598.523926
1523,1535,598.403931
76,1886,598.364807
1697,268,597.723877
1175,1065,597.71283
2275,2447,597.644836
648,376,597.62207
1028,866,597.62085
1264,966,597.067993
237,1268,596.914734
768,553,596.004333
1648,1581,595.844849
1893,869,595.669434
281,773,595.036621
78,637,594.649902
2362,1819,594.648743
2345,2237,594.458252
1736,1511,594.24054
195,2191,593.782593
501,668,593.638184
1631,214,592.369141
226,1271,591.206421
832,2482,590.694519
1138,719,590.516357
1176,1063,590.395508
1361,2490,589.437866
1150,951,589.002869
1111,734,587.816833
560,868,587.768188
926,1194,587.336487
2110,132,586.787842
1923,1030,586.40741
648,160,586.325806
1025,1550,586.056519
1370,2350,585.941895
262,32,585.708374
693,855,585.38855
2292,1552,585.30658
1571,1313,585.044556
53,1556,584.284241
154,2398,584.188721
632,2434,583.819092
751,2432,583.543335
830,2481,583.538879
1098,910,582.93927
867,2438,582.855713
885,1177,582.817566
1324,732,582.754395
35,590,582.679626
2262,1592,582.423889
278,1814,582.3396
827,551,582.220093
1364,2475,582
326,2451,581.981689
344,73,581.839417
826,555,581.733582
2393,133,581.381836
1226,970,581.179199
1233,1516,580.891113
150,1235,580.439026
710,853,580.374695
2440,1907,579.549194
134,585,579.409607
369,1498,579.39801
462,952,579.212769
2147,1346,578.016846
1266,1872,578.003174
1912,1310,577.908813
596,1029,577.680359
319,1078,576.389771
913,1093,576.19989
366,1263,575.183777
369,1313,575.073242
923,494,574.730103
1492,449,573.870239
949,171,573.203186
499,668,573.184082
1848,2234,572.316467
389,534,572.255432
1712,890,571.750732
383,2455,571.575989
750,1145,571.402222
454,2136,571.321289
1206,1978,571.067322
903,2454,570.644348
2265,1836,570.521362
1750,347,570.286194
995,1155,570.240723
566,728,569.999451
610,775,569.789917
2441,1903,569.69635
1611,2416,569.448608
1573,397,569.192078
354,1355,568.686401
1896,2297,568.590576
2223,1551,568.316895
1750,1471,568.007263
1408,1599,567.463623
1163,1852,567.348145
905,124,567.26947
2262,1595,566.999268
2224,1889,566.907776
2054,1556,566.846252
1824,603,566.69397
149,1309,566.578735
491,2186,566.466125
1146,960,566.178589
2387,2047,566.025818
1397,282,565.892517
262,672,565.887512
1756,1461,565.564453
1897,2300,565.309265
584,1171,564.810791
265,672,564.571838
1960,1318,564.420288
2106,1818,563.999878
984,1082,563.35968
1711,900,563.354858
603,1042,563.289917
118,960,563.214722
1672,1194,563.10553
167,1652,563.071411
2444,2142,562.57959
310,1620,562.413757
9,1822,562.210999
1959,1318,562.170288
693,853,562.097961
1996,1490,561.783203
8,1692,561.417786
702,455,561.302673
1689,362,560.803101
390,810,560.656189
1080,1125,560.232849
2260,1596,560.206909
1222,1980,559.94751
1075,324,559.822693
715,455,559.716614
392,778,559.596802
1933,2237,559.533813
202,1753,559.336975
1374,1146,559.222961
2411,2363,559.186462
1257,2403,559.065674
1803,1369,559.043762
1936,1289,558.996704
1711,895,558.929688
2231,994,558.843872
194,2191,558.827148
2366,2242,558.766174
115,1370,558.391296
2156,133,558.2146
1865,892,557.893616
182,1446,557.595886
977,155,557.299072
388,781,557.215454
52,856,557.193481
1736,2196,557
1223,1979,556.596252
1367,1502,556.380676
409,1048,556.215942
476,1984,556.118408
1378,1406,556.068359
265,671,556.033997
1590,1383,555.7854
354,1353,554.878662
1809,863,553.980957
483,1301,553.210449
2264,1594,553.183105
367,2373,552.528931
978,1094,551.86792
394,782,551.511353
1465,1203,551
1658,267,550.822205
1138,718,550.423218
389,911,550.227844
1256,1869,550.215149
1257,1869,550.215149
175,1715,549.865234
1516,1390,549.747681
606,763,549.574585
481,737,549.356323
1438,1461,549.352051
545,748,549.203247
610,772,549.058472
2246,1493,548.349854
610,776,548.227722
1610,1753,548.194946
1319,924,548.004211
286,2421,547.858154
1957,568,547.761658
475,622,547.453247
477,1984,547.305542
479,1984,547.305542
1893,1808,547.22998
1827,1331,546.88562
8,1750,546.713257
1622,848,546.689331
1636,564,546.358826
1426,970,546.165894
1524,492,545.608826
2324,344,545.452271
950,171,545.272217
1612,1462,544.49939
508,604,544.152527
928,1801,544.040771
188,2190,543.616821
673,2452,543.601501
1577,1461,543.263916
2336,1548,543.167419
925,494,543.114319
1474,694,542.855469
910,436,542.450623
350,1977,541.875793
454,1218,541.777161
366,1434,541.640076
288,1778,541.441101
2210,111,540.718201
1508,1071,540.460876
1297,159,540.241455
2214,1890,540.032166
109,1883,539.513733
1867,892,539.463135
1384,256,539.418701
22,1958,539.323181
526,2334,538.921997
610,956,538.866882
1384,1127,538.771973
899,1149,538.209351
1145,960,538.064575
2404,2440,537.610718
2059,1301,537.597412
1317,501,537.553528
2323,1809,537.500305
1774,1142,537.296387
2463,26,536.015076
2334,1548,535.530151
108,2288,535.522217
1809,1351,535.305664
382,1494,535.230225
765,1098,534.899536
2021,1424,534.381165
2192,92,534.295471
1842,1369,533.910828
1672,1187,532.80719
1121,733,532.779175
1149,929,532.767761
1378,1407,532.735901
1541,555,532.473511
987,792,532.19342
2468,2487,532.184692
1258,1869,531.637573
833,1085,531.541626
1017,2489,531.37207
2102,1817,531.33374
411,2399,531.327209
65,586,530.458801
2301,1963,530.312622
2459,2269,530.181335
2491,685,529.95105
1757,1461,529.616089
264,654,529.444214
1408,1214,529.301392
658,2478,529.113281
341,2162,529.032959
1106,1682,528.945313
666,2433,528.663147
2354,1928,528.661133
2134,973,528.330688
860,2186,528.126343
1405,598,526.929138
1626,2395,526.857239
113,2211,526.77655
217,1580,526.753723
2000,1919,526.59137
387,1493,526.555542
1260,1871,526.492188
618,1089,526.47644
670,2454,526.437927
884,1177,526.033569
1895,2297,525.939392
1311,2402,525.807556
586,849,525.777344
928,1169,525.729858
215,1376,525.696594
449,782,525.274414
88,1761,525.241699
1693,269,525.148804
1378,1405,525.098938
352,1436,524.786255
1651,1355,524.75
2464,2266,524.734131
62,1179,524.63031
85,122,524.472839
2218,1825,524.237488
289,1779,524.189819
2380,1715,523.994507
826,2481,523.84845
327,1674,523.670288
1815,990,523.342041
440,1214,522.965759
48,791,522.955688
945,234,522.8927
886,1127,522.759155
1012,2481,522.713013
1903,1804,521.915894
40,1662,521.872131
1542,1151,521.672302
1918,597,521.522339
201,1753,521.157654
1222,1096,520.494629
2291,1189,520.140747
131,1248,519.984985
924,494,519.880188
1972,1569,519.732605
2279,2448,519.372253
1147,960,519.19873
327,2457,519.163452
750,2328,519.013245
572,658,518.752014
479,622,518.402344
1861,2227,517.636963
1120,796,517.569702
214,1377,517.388428
705,1106,517.188416
135,585,516.881104
2223,2233,516.60553
705,162,516.298889
170,1712,516.228394
208,915,516.147949
1174,1069,515.988037
1571,428,515.933777
2460,2268,515.693054
2151,1359,515.641907
439,1213,515.634033
619,1087,515.521484
565,727,515.420471
856,680,515.273804
2212,2233,514.192261
811,610,514.112976
1786,1452,513.982361
953,1150,513.915283
195,1382,513.841858
1066,292,513.680542
1541,1152,513.672791
56,538,513.464966
1401,586,513.330261
2372,1535,513.081421
1259,1869,513.059937
731,852,512.789734
181,2280,512.765686
634,2434,512.500122
255,1004,511.737274
1233,1542,511.620544
2217,1565,511.579468
2053,1561,511.313416
987,787,511.070648
2407,2378,510.979401
667,2450,510.8974
1657,267,510.767944
687,958,510.745117
2355,1208,510.573761
1940,625,510.53772
565,2259,510.496002
1244,2412,509.685211
1409,1219,509.681702
703,350,509.645966
972,1655,509.383331
101,789,509.202728
205,402,508.631958
2235,1822,508.576904
440,1410,508.424194
2257,2296,507.739685
983,1095,507.363403
1176,1067,507.100189
718,455,506.93515
1081,1125,506.518066
586,850,506.493591
1254,2367,506.462036
1501,1359,506.346893
1818,1351,506.343079
458,1215,505.819
1128,611,505.554535
1849,2235,505.390991
724,1119,505.169312
146,1311,504.93277
1253,2367,504.5
1069,107,504.469849
1828,1945,504.347748
2262,1579,504.140381
1949,1291,504.046234
1015,876,504.00415
971,1654,503.78006
1633,1194,503.776062
1913,682,503.731567
328,1637,503.68866
485,739,503.684937
373,2373,503.614441
1710,899,503.029236
2237,1824,502.926758
351,1354,502.833832
264,671,502.746521
393,782,502.362183
1096,805,502.218353
1623,1528,501.737946
353,1354,501.626312
1291,2242,501.452393
66,583,501.421417
300,996,501.371429
797,571,501.342072
1635,1669,501.196045
1714,2428,500.75824
263,672,500.752411
1095,801,500.568359
1679,1135,500.459961
1233,1515,500.41568
2417,2185,500.24469
494,2045,500.032318
1828,2070,499.949219
563,957,499.925842
1260,1869,499.904968
1261,1869,499.904968
1262,1869,499.904968
1365,2474,499.864868
74,1355,499.810974
818,570,499.346375
2130,766,499.047607
2235,2157,498.874146
2347,1207,498.785217
343,2005,498.676086
329,1627,498.493439
1242,472,498.425598
986,791,498.374054
1314,425,497.962769
374,2406,497.926147
47,2482,497.652588
186,2324,497.443298
351,1353,497.375153
1749,1470,497.349762
1318,494,497.270538
2232,2313,497.178345
822,587,497.130493
1639,608,496.932556
175,1597,496.733246
2222,1825,496.571289
360,1988,496.02536
404,1051,495.882996
1954,1445,495.65741
1672,1188,495.50412
287,762,495.257874
1598,1497,495.178345
567,724,495.036774
34,2198,495.034241
1139,719,494.978638
1069,105,494.74411
182,2280,494.35498
442,1214,493.867615
398,793,493.769531
1983,1602,493.582581
268,920,493.171844
226,1627,493.11438
2047,1125,493.015686
239,2411,492.862274
2263,1594,492.824097
287,1778,492.551208
675,2434,491.985779
2201,2164,491.790314
1311,2469,491.625275
460,955,491.597534
1671,1193,491.249725
122,1446,491.21524
789,583,491.196136
165,2424,490.770874
2135,971,490.463715
285,761,490.44574
1972,1334,490.372253
32,1017,490.134338
439,1386,490.051819
1046,1626,489.6203
1512,1395,489.61377
217,2423,489.58078
1959,1617,489.495087
453,1386,489.125702
2257,2291,488.901703
547,940,488.745605
151,1309,488.738373
232,1017,488.687195
704,455,488.642944
2207,1892,488.544403
2337,1548,488.351532
175,1711,488.114258
563,739,487.916962
1599,1347,487.728363
1245,2412,487.401306
1687,1465,487.350128
1215,1894,487.269897
718,456,487.188843
856,551,486.893494
617,1095,486.325134
458,1216,486.212006
48,792,486.206573
703,455,486.120758
1366,249,486.016968
79,1679,485.192627
165,1122,485
1146,928,484.997437
500,668,484.937408
2213,1891,484.504456
619,1088,484.308228
1028,506,484.171204
92,2288,483.619415
1617,1488,483.087036
863,556,482.5802
2258,1596,482.440552
2342,732,481.54007
1236,703,481.409851
505,664,481.302002
1145,929,481.049988
674,2455,480.867035
1880,2201,480.291687
439,228,480.220245
1074,2379,480.182068
2053,1559,480.017334
1144,593,479.956177
227,410,479.819336
2083,1579,479.684296
240,2410,479.680328
692,71,479.632416
2222,1551,479.394135
2003,2238,479.233459
1080,796,479.228058
1832,2103,479.100616
6,1703,478.815125
327,2452,478.278687
1782,1371,477.654938
1843,2086,477.436127
146,1313,477.209747
826,2470,476.990875
1506,1071,476.929932
2343,2485,476.885986
2348,261,476.812592
1348,2449,476.532928
2137,1456,476.496155
2216,1563,476.147003
562,957,476.135559
1455,1241,476.074677
1081,797,476.024658
84,122,475.968079
2288,2446,475.155273
1852,955,475.099426
456,1218,475.01004
114,1153,474.785248
2342,1587,474.77359
261,673,474.760742
1574,2298,474.333374
210,1579,474.170898
2469,1842,474
159,1418,473.778778
1439,1461,473.596863
1297,2418,473.278595
2080,1579,473.108551
507,2081,472.906006
1810,1350,472.820831
432,593,472.547058
1261,1870,471.496277
1262,1870,471.496277
1263,1870,471.496277
1264,1870,471.496277
217,2416,470.946838
662,360,470.826477
997,784,470.799255
1169,949,470.740112
1751,346,470.653748
1996,2184,470.454285
1785,1447,470.378418
374,2407,470.319397
445,1977,470.230774
1455,1242,470.125397
1649,1317,469.630127
1123,563,469.572571
2153,1363,469.19165
1560,395,469.065247
2185,2026,468.953033
471,2351,468.950439
443,1220,468.917816
815,609,468.79303
688,959,468.69519
90,126,468.280457
181,1658,468.04483
269,673,467.914551
1839,977,467.340973
150,1310,467.302704
1316,425,467.115601
1652,609,466.883789
42,2199,466.682068
677,2434,466.562561
2086,104,466.544983
1161,1852,466.426422
754,1224,466.396729
390,779,466.395935
387,1645,466.339172
1842,1331,466.229034
485,737,466.18808
727,356,466.039734
1455,1240,465.938629
745,2323,465.916229
1697,294,465.887299
1721,1081,465.877747
2482,697,465.447784
2269,1513,465.141815
1961,1318,465.079712
2206,1892,464.854736
913,1090,464.657501
349,1356,464.270477
610,774,464.219147
1643,2318,463.764526
383,2456,463.744812
123,848,463.644104
303,1564,463.582001
1062,1071,463.476776
9,1820,463.145752
705,350,462.809784
279,1807,462.784973
153,1646,462.672363
50,2452,462.518646
201,1754,462.43512
120,826,462.412659
217,2418,462.248688
1162,1852,461.886383
114,1149,461.861023
1559,396,461.832642
1502,1360,461.548126
561,956,461.35083
503,2394,461.154297
2143,1360,460.974884
1750,1474,460.901215
1830,2044,460.857849
412,2016,460.506409
1572,1312,459.87442
1539,1152,459.621399
184,1600,459.562988
777,2388,459.559448
649,375,459.464905
2024,34,459.33551
1160,1852,459.293732
388,1237,458.927734
560,1933,458.608948
1521,1489,458.560883
34,1759,458.48642
8,1579,458.295135
402,2476,458.235016
1672,1454,457.942413
1592,712,457.718414
1452,10,457.623108
1698,268,456.809814
987,789,456.766724
1658,1697,456.728271
40,1659,456.47876
278,773,456.221313
459,2138,455.944397
677,2433,455.872314
1692,269,455.83078
357,1435,455.733704
2348,732,455.648285
435,1412,455.591614
1460,223,455.399628
1652,449,455.371765
716,795,455.125641
716,794,454.934723
605,770,454.882751
361,2347,454.832611
716,455,454.728699
1627,2397,454.51947
2169,2361,454.517914
1950,1293,454.333099
1925,1031,454.025391
173,1711,453.742737
1655,1357,453.60257
1688,1465,453.311371
2194,65,453.270691
209,914,453.214478
605,1034,453.108063
246,421,452.976135
120,1444,452.917175
2176,2209,452.566742
580,803,452.522614
1447,514,452.511475
1010,2472,452.009796
2063,1921,451.955811
2134,971,451.794983
2366,138,451.561005
2481,698,451.535248
1148,960,451.319
2215,1562,451.273834
1506,1125,450.944427
201,403,450.889709
28,2199,450.814575
1639,607,450.809601
275,204,450.181335
110,2285,450.043335
1406,1275,449.902649
1952,1367,449.773376
1945,2123,449.76532
1305,929,449.763153
351,1355,449.575226
497,668,449.349396
765,323,449.257721
218,2422,449.088562
1712,893,449.013672
666,2434,448.660828
1847,2073,448.614258
80,619,448.033386
500,2314,448.032318
2220,1571,447.971588
1924,1521,447.530579
2383,2496,447.483124
202,1926,447.380737
1380,2310,447.369324
82,123,446.832397
994,782,446.718689
322,1187,446.181885
1132,575,446.162933
2247,1581,445.919342
617,1090,445.917297
566,1243,445.282349
1711,894,445.245087
2209,772,445.192413
185,1446,445.15741
34,2200,445.001862
2296,1614,444.661682
1408,1223,444.601807
417,2113,444.587769
1779,2251,444.369324
1723,1256,444.208252
985,791,443.885956
1499,1581,443.611603
2103,511,443.491425
1942,798,443.4776
2236,1479,443.408539
1995,914,443.37619
2110,93,443.227692
2303,2477,443.174438
1680,1135,443.137817
2134,1964,443.007751
1295,2417,442.860382
1495,138,442.122131
2358,1583,441.978851
1641,1319,441.789978
345,2142,441.756165
231,2361,441.14566
1573,396,441.10968
484,759,441.079315
2314,2482,440.777802
1624,2392,440.623535
1361,152,440.545868
678,2434,440.464264
2400,2390,440.379089
216,2417,440.238129
1233,1514,440.230469
